,Unnamed: 0,Sr. No.,Project Code,State,Year of Subsidy Sanctioned,District,Name of Beneficiary,Project Address,Total Project Cost(In Lakhs),Total Amount Sanctioned (In Lakhs),Supported By,Current Status of Project,Component Details
11,11,12,18AAS0CS000009,Assam,2015-16,Tinsukia,Mahabir Cold Storage Pvt. Ltd.,"Village- Tda, Taluka- Tinsukia, Distt.- Tunisukia (Assam)",780.0,240.55,NHB,Completed,COLD / CA STORAGECOLD STORAGE37455.00MT
12,12,13,18AAS0CS000007,Assam,2016-17,Cachar,Maa Tara Cold Storage,"Village-Ambicapur Part-V, Taluka-Silchar, Dist-Cachar (Assam)",701.5,197.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE35467.00MT
13,13,14,18AAS0CS000006,Assam,2016-17,Sonitpur,Suniti Prova Cold Storage,"Village-Gingia, Taluka-Biswanath Chariali, Dist-Sonitpur (Assam)",446.47,193.23,NHB,Completed,COLD / CA STORAGECOLD STORAGE45085.00MT
14,14,15,18AAS0CS000013,Assam,2018-19,Tinsukia,Riddhi Siddhi Freezing & Storage,"Village-Patia Pathar Gaon, Taluka & Dist-Tinsukia (Assam)",700.0,197.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE25200.00MT
15,15,16,18AAS0CS000011,Assam,2018-19,Nagaon,Shree Niwas Cold Storage,"Village-Buragaon, Muaza- Kaki, Post-Jurapukhuri, Dist-Nagaon (Assam)",990.0,338.78,NHB,Completed,COLD / CA STORAGECOLD STORAGE410000.00MT
16,16,17,18AAS0CS000012,Assam,2019-20,Barpeta,Himalaya Cold Storage,"Village-Nizdamka, PO-Sorbhog, Dist-Barpeta (Assam)",1038.72,340.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE89999.73MT
0,0,1,PAT-12,Bihar,2000-01,Gaya,M/s Rambagh Cold Storage,"M/s Rambagh Cold Storage, Village Lakhanpur, Gaya",0.0,46.3,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06000.00MT
1,1,2,10BI20010000182,Bihar,2001-02,Patna,Freta Onion Storage,Patna (Bihar),0.0,6.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE0600.00MT
2,2,3,10BI20010000194,Bihar,2001-02,Patna,Freta Onion Storage,Gaurichak (Bihar),0.0,2.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE0250.00MT
3,3,4,10BI20010000183,Bihar,2001-02,Patna,Grishta Cold Storage (P) Ltd.,Patna (Bihar),0.0,20.66,NHB,Completed,COLD / CA STORAGECOLD STORAGE02066.00MT
4,4,5,10BI20010000188,Bihar,2001-02,Begusarai,Him Ganga Cold Storage (P) Ltd.,Begusarai (Bihar),0.0,45.28,NHB,Completed,COLD / CA STORAGECOLD STORAGE04528.00MT
5,5,6,10BI20010000184,Bihar,2001-02,Begusarai,Keshav Sheet Grih (P) Ltd.,Begusarai (Bihar),0.0,50.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
6,6,7,10BI20010000185,Bihar,2001-02,Saran,Maiee Cold Storage (P) Ltd.,Saron (Bihar),0.0,11.21,NHB,Completed,COLD / CA STORAGECOLD STORAGE01121.00MT
7,7,8,10BI20010000186,Bihar,2001-02,Patna,Mehta Freezing (P) Ltd.,Patna (Bihar),0.0,39.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE03950.00MT
8,8,9,10BI20010000187,Bihar,2001-02,Patna,Nalanda Samrat Cold Storage (P) Ltd.,Patna (Bihar),0.0,12.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE01250.00MT
9,9,10,10BI20010000189,Bihar,2001-02,Patna,Rakesh Mukesh Cold Storage & Ice Plant (P) Ltd.,Patna (Bihar),0.0,43.94,NHB,Completed,COLD / CA STORAGECOLD STORAGE04394.00MT
10,10,11,10BI20010000190,Bihar,2001-02,Nalanda,Shree Hari Vishnu Cold Storage (P) Ltd.,Nalanda (Bihar),0.0,28.03,NHB,Completed,COLD / CA STORAGECOLD STORAGE02803.00MT
11,11,12,10BI20010000191,Bihar,2001-02,Patna,Sudhanshu Cold Storage (P) Ltd.,Patna (Bihar),0.0,33.76,NHB,Completed,COLD / CA STORAGECOLD STORAGE03376.00MT
12,12,13,10BI20010000192,Bihar,2001-02,Patna,Usha Cold Storage (P) Ltd.,Patna (Bihar),0.0,16.28,NHB,Completed,COLD / CA STORAGECOLD STORAGE01628.00MT
13,13,14,10BI20010000193,Bihar,2001-02,Patna,Vaishali Sheet Bhandar (P) Ltd.,"Patna, (Bihar)",0.0,11.73,NHB,Completed,COLD / CA STORAGECOLD STORAGE01173.00MT
14,14,15,PAT-18,Bihar,2001-02,Vaishali,M/s Lichchwi Foods India,"M/s Lichwi Foods India, Industrial estate, Vaishali",0.0,20.31,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02031.00MT
15,15,16,PAT-11,Bihar,2001-02,Patna,M/s Shankar Cooperative Cold Storage Samiti,"M/s Shankar Cooperative Cold Storage Samiti, Lakhnibigha, Khagaul, Danapur, Patna",0.0,28.81,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02900.00MT
16,16,17,10BI20020000197,Bihar,2002-03,Patna,Aarkee Cold Storage & Ice Palnt,Patna (Bihar),0.0,12.32,NHB,Completed,COLD / CA STORAGECOLD STORAGE01232.00MT
17,17,18,10BI20020000195,Bihar,2002-03,Samastipur,Chandan Cold Storage,Kashipur (Bihar),0.0,22.68,NHB,Completed,COLD / CA STORAGECOLD STORAGE02268.00MT
18,18,19,10BI20020000199,Bihar,2002-03,Samastipur,Mohan Cold Storage,Kashipur (Bihar),0.0,43.09,NHB,Completed,COLD / CA STORAGECOLD STORAGE04309.00MT
19,19,20,10BI20020000201,Bihar,2002-03,Begusarai,Mrigendra Cold Storage,"Rajwara, Barauni, Bihar",0.0,37.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE03750.00MT
20,20,21,10BI20020000200,Bihar,2002-03,Nalanda,Nalanda Samrat Cold Storage (P) Ltd. Bihar Sharif,"Nalanda, (Bihar)",0.0,12.83,NHB,Completed,COLD / CA STORAGECOLD STORAGE01283.00MT
21,21,22,10BI20020000198,Bihar,2002-03,Patna,Usha Cold Storage (P) Ltd.,Patna (Bihar),0.0,22.92,NHB,Completed,COLD / CA STORAGECOLD STORAGE02292.00MT
22,22,23,10BI20020000196,Bihar,2002-03,Patna,Vaishali Sheet Bhandar (P) Ltd.,Patna (Bihar),0.0,13.53,NHB,Completed,COLD / CA STORAGECOLD STORAGE01353.00MT
23,23,24,PAT-19,Bihar,2002-03,East Champaran,M/s Shivam Cold Storage,"M/s Shivam Cold Storage Pvt. Ltd., Raxaul",0.0,45.54,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
24,24,25,PAT-21,Bihar,2003-04,Katihar,M/s Shree Chand cold Storage,"M/s Shree Chand Cold Storage, Kohra , Dist. katihar",0.0,43.27,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06000.00MT
25,25,26,10BI20030000205,Bihar,2003-04,Kaimur (Bhabua),Grihastha Cold Storage Pvt. Ltd.,Bhabhuna (Bihar),0.0,17.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE01750.00MT
26,26,27,10BI20030000247,Bihar,2003-04,Nalanda,Sanket Mochan Cold Storage Pvt. Ltd.,Nalanda,0.0,10.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE01050.00MT
27,27,28,PAT-24,Bihar,2003-04,Saran,M/s Ganesh Cold Storage,"Haradi, Chapra",0.0,42.71,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05986.00MT
28,28,29,PAT-25,Bihar,2003-04,Purnia,M/s Prasad Cold Storage,"Mouza, Barasuni, Purnea",0.0,38.22,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04807.97MT
29,29,30,NCDC-BR-2004-27,Bihar,2004-05,Vaishali,"Mahua Coop. Cold Stg. Ltd. Mirjanagar, District Vaishali","Mahua Coop. Cold Stg. Ltd. Mirjanagar, District Vaishali",36.16,9.04,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE14000.00MT
30,30,31,10BI20040000204,Bihar,2004-05,Begusarai,Anupam Cold Storage Pvt. Ltd.,Bihar,0.0,11.02,NHB,Completed,COLD / CA STORAGECOLD STORAGE01102.00MT
31,31,32,10BI20040000202,Bihar,2004-05,Nalanda,Assanagar Cold Storage & Ind.,Nalanda(Bihar),0.0,4.08,NHB,Completed,COLD / CA STORAGECOLD STORAGE0408.00MT
32,32,33,10BI20040000203,Bihar,2004-05,Nalanda,Bari Pahari Cold Storage Pvt. Ltd,"Kalanda, Bihar",0.0,3.02,NHB,Completed,COLD / CA STORAGECOLD STORAGE0302.00MT
33,33,34,PAT-8,Bihar,2004-05,Muzaffarpur,M/s Ranjit Ice and Cold Storage,"M/s Ranjit Ice and Cold Storage, Village Sherpur Majhauli, Dharamdas, NH",0.0,5.32,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0540.00MT
34,34,35,PAT- 29,Bihar,2004-05,Patna,M/s Shree shankar Cold Storage,"Nasriganj, Patna",0.0,31.74,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05941.00MT
35,35,36,PAT-27,Bihar,2004-05,Purnia,M/s Everest Cold Storage,"Khuskibag, Purnea",0.0,46.25,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04625.00MT
36,36,37,PAT - 30,Bihar,2004-05,Gopalganj,M/S Apna Cold Storage,Gopalganj,0.0,5.09,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03500.00MT
37,37,38,PAT - 38,Bihar,2004-05,Bhojpur,M/S Bhojpur Freezing Pvt. Ltd.,"Vill- Giddha, Koilwar",0.0,46.85,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06160.00MT
38,38,39,PAT- 36,Bihar,2004-05,Patna,M/S Maa Durga Cold Storage (P) Ltd.,"Nasriganj, Digha, Patna",0.0,20.67,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02500.00MT
39,39,40,PAT-33,Bihar,2004-05,Purnia,M/s Kiran Cold Storage,"Maranga, Purnea",0.0,46.39,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04772.00MT
40,40,41,PAT-26,Bihar,2004-05,Vaishali,M/s Kisan Cold Storage,"Nawanagar, Bidupur, Vaishali",0.0,4.38,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01752.00MT
41,41,42,PAT-22,Bihar,2004-05,Bhagalpur,M/s Maa Sheet Grih,"Mauza-Mahesh Munda S. Division Kahalgaon, Bhagalpur",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05040.00MT
42,42,43,PAT- 20,Bihar,2004-05,East Champaran,M/s Satyakam Cold Storage,"Pipra, E. Champaran",0.0,5.83,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0583.00MT
43,43,44,PAT-38,Bihar,2004-05,Siwan,M/s Gulab Cold Storage,"Hakma, Bharatpuria, Siwan",0.0,48.19,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05058.00MT
44,44,45,PAT-18@,Bihar,2004-05,Vaishali,M/s Lichchwi Foods India,"M/s Lichwi Foods India, Industrial estate, Vaishali",0.0,22.67,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03331.00MT
45,45,46,PAT-31,Bihar,2004-05,Nalanda,M/s Shreejan Cold Storage,"Deepnagar, Nalanda",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05176.00MT
46,46,47,PAT-40,Bihar,2004-05,Katihar,M/s Anushree Cold Storage,"Bathna, Katihar",0.0,41.74,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06879.74MT
47,47,48,PAT- 32,Bihar,2004-05,Vaishali,M/s Gems Cold Storage,"Mile, Vaishali",0.0,31.87,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03227.00MT
48,48,49,PAT-34,Bihar,2004-05,East Champaran,M/s Harsidhi Cold Storage,"Sonbarsa, harsidhi, E. Champaran",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05621.00MT
49,49,50,PAT-42,Bihar,2004-05,Gopalganj,M/s Gulab Cold Storage,"Vill. - Chakmanjhan, P.O. - Belsand, Gopalganj",0.0,30.65,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02887.00MT
50,50,51,PAT-41,Bihar,2004-05,Bhagalpur,M/s Kishan Cold Storage,"Habibpur, Bhagalpur",0.0,42.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04213.00MT
51,51,52,PAT-39,Bihar,2004-05,Gaya,M/s Magadh Cold Storage,Bodhgaya,0.0,25.92,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05600.00MT
52,52,53,PAT-44,Bihar,2004-05,Samastipur,M/s Massina Cold Storage,"Muktapur, Samastipur",0.0,35.34,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03540.00MT
53,53,54,PAT-45#,Bihar,2004-05,East Champaran,M/s Satyakam Cold Storage,"Pipra, E. Champaran",0.0,28.68,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02823.00MT
54,54,55,PAT- 17,Bihar,2004-05,East Champaran,M/s Singh Rai Cold Storage,"Radhia, E. Champaran",0.0,39.14,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04717.00MT
55,55,56,PAT-46,Bihar,2004-05,Katihar,M/s Neha Cold Storage (P) Ltd.,"Binodpur, Power Station Road, Katihar",0.0,47.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05217.00MT
56,56,57,10BI20050000206,Bihar,2005-06,Nalanda,Shree Ram Chanda Cold Storage Pvt. Ltd.,"P.o.- Maghra, Nalanda, Bihar",0.0,2.86,NHB,Completed,COLD / CA STORAGECOLD STORAGE0286.00MT
57,57,58,PAT-CS-59,Bihar,2005-06,Begusarai,M/s Anupam Cold Storage,"Phulwaria Bazar, PO-Barauni, Begusarai",0.0,23.4,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02840.63MT
58,58,59,PAT- 51,Bihar,2005-06,Muzaffarpur,M/s Prabha Cold Storage,"Sarfuddinpur, Muzaffarpur",0.0,42.15,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04263.00MT
59,59,60,PAT-47,Bihar,2005-06,Araria,M/s Girija Gopinath Cold storage,"Bathnaha, Araria",0.0,47.49,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04748.62MT
60,60,61,PAT-56,Bihar,2005-06,Vaishali,M/s Lagurao Bilandpur Prathmik Krishi Sankh Sahayog Samith Ltd,"Bilandpur, Mahua, Vaishali",0.0,33.18,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03318.00MT
61,61,62,PAT-57,Bihar,2005-06,Purnia,M/s Bol Bum Cold Storage,"Dimiachatatairganj, Purnea",0.0,43.62,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06038.11MT
62,62,63,PAT-53,Bihar,2006-07,Vaishali,M/s Raushan Cold Storage,"Vill. - Chakjado, P.O. - Kawadih, Vaishali",0.0,45.54,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04554.00MT
63,63,64,10BI20060000207,Bihar,2006-07,Nalanda,Agriculture Produce Market Committee Biharshri,Bihar,0.0,0.21,NHB,Completed,COLD / CA STORAGECOLD STORAGE041.83MT
64,64,65,10BI20060000209,Bihar,2006-07,Gaya,Kamla Krishi Swavlambi Sakhari Ltd.,Bihar,0.0,0.21,NHB,Completed,COLD / CA STORAGECOLD STORAGE041.83MT
65,65,66,10BI20060000208,Bihar,2006-07,Sheikhpura,Sheikhpur Sarvodaya Sahyog Samiti Ltd,Bihar,0.0,0.21,NHB,Completed,COLD / CA STORAGECOLD STORAGE041.83MT
66,66,67,PAT-55,Bihar,2006-07,Nalanda,M/s Soh Kisan Cold Storage,"Soh Sarai, Bharsharif, Nalanda",0.0,16.13,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01613.00MT
67,67,68,PAT-84,Bihar,2006-07,Muzaffarpur,M/s Minapur Cold Storage,Basudeo Chaapra,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05202.00MT
68,68,69,PAT- 43,Bihar,2006-07,Samastipur,M/s Vidyapati Cold Storage,"Vidyapati nagar, Samastipur",0.0,46.33,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05802.00MT
69,69,70,PAT-62,Bihar,2006-07,Purnia,M/s Chandini Cold Storage,Asja Mowaiya. Purnea,0.0,39.57,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04295.00MT
70,70,71,PAT-52,Bihar,2006-07,Muzaffarpur,M/s Ambika Bhavani Cold Storage,"Vill. + P.O. - Bakhra Churihar, Muzaffarpur",0.0,49.2,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05558.95MT
71,71,72,PAT-83,Bihar,2006-07,Muzaffarpur,M/s Jai Durga Cold Storage,"Vill. Patiasa, Thana-Ahiyapur, Block-Bochahan, NH-57",0.0,25.99,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.12MT
72,72,73,PAT-67,Bihar,2006-07,Samastipur,^M/s Anurag Sheet Bhandar,"At N.H.28, cold Storage Chowk, P.O.Tajpur, Samastipur",0.0,35.6,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06127.00MT
73,73,74,PAT-64,Bihar,2006-07,Samastipur,M/s Mani cold Storage (P) Ltd.,"Mahmada, Pusa",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05998.00MT
74,74,75,PAT-68,Bihar,2006-07,Purnia,M/s Pransukha Cold Storage (P) Ltd,"City Road, P.O.Gulab Bagh, Purnea- 854 326",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03352.06MT
75,75,76,PAT- 48,Bihar,2006-07,Samastipur,M/s Bhagwan Veer Hanuman Cold Storage,"^Industrial Area, Harpur Aloth, Samastipur",0.0,48.43,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05515.58MT
76,76,77,PAT-71,Bihar,2006-07,East Champaran,M/s Ganapathi cold Storage,"Vill & P.O._ Sahajitpur,P.S- Baniyapur,Chapra, Saran",0.0,42.9,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04779.00MT
77,77,78,PAT- 50,Bihar,2006-07,Vaishali,M/s Kanhai Cold Storage,"Village : Nawanagar, Post: Bidupur",0.0,30.67,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03066.87MT
78,78,79,10BI20070000210,Bihar,2007-08,Vaishali,Jamuna Nusrsing Home P.Ltd.,Vaishali,0.0,14.31,NHB,Completed,COLD / CA STORAGECOLD STORAGE01431.00MT
79,79,80,PAT-85,Bihar,2007-08,Siwan,M/s Asadullah Cold Storge,"Vill.Chanp, Pachrukhi",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06335.29MT
80,80,81,PAT-70,Bihar,2007-08,Saran,M/s Thakur Anukul Chandra Cold Storage *,"At + PO Sonoho , P.S- Aminaur",0.0,43.64,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE07130.25MT
81,81,82,PAT-74,Bihar,2007-08,Samastipur,M/s Lohia Cold Storage,"At-Shapur Vindi.PS-Patory,Dist.-Samastipur",0.0,39.65,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03964.82MT
82,82,83,PAT-76,Bihar,2007-08,Jehanabad,M/s Banwar Agro Works Pvt. Ltd,"At & PO - Makhdumpur, Dist. Jehanabad",0.0,47.48,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
83,83,84,PAT-CS -81,Bihar,2007-08,Saran,M/s Shree Narayan Cold Storage,"Chetan Chapra, Puchhari, Baniyapur, Dist. - Saran (Bihar)",0.0,41.78,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04177.93MT
84,84,85,PAT-CS -82,Bihar,2007-08,East Champaran,M/s Ahiraulia Cold Storage,"Bara Chakia, East Champaran, Bihar -845412",0.0,25.25,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02831.00MT
85,85,86,PAT-75,Bihar,2007-08,East Champaran,M/s Jai Hanuman Cold Storage,"At - Malahi Bazar PO - Malahi, Dist. E. Champaran",0.0,33.6,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03360.30MT
86,86,87,NCDC-BR-2008-36,Bihar,2008-09,Vaishali,"Mahua Coop. Cold Stg. Ltd. Mirjanagar, District Vaishali","Mahua Coop. Cold Stg. Ltd. Mirjanagar, Distt.Vaishali",178.59,44.15,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE14000.00MT
87,87,88,PAT-86,Bihar,2008-09,Gopalganj,M/s Maa Ambe Agrotech,"Pipra Khas, PO Mirganj",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05280.00MT
88,88,89,PAT-88,Bihar,2009-10,Bhojpur,M/s Sushila Cold Storage,"Industrial Growth Centre, Gidha, Arrah,",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05257.26MT
89,89,90,PAT-CS-92,Bihar,2011-12,Buxar,M/s Geeta Onion Storage,Vill+Post Sarimpur PS-Industrial Dist: Buxar,0.0,2.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0534.00MT
90,90,91,PAT-CS-91,Bihar,2011-12,Sitamarhi,M/s Ram Sati Cold Storage,"Industrial Area, Sitamarhi",0.0,49.39,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04939.00MT
91,91,92,PAT-CS-94,Bihar,2011-12,Gopalganj,M/s Gauda Ram Cold Storage Pvt. Ltd.,"At+PO+PS: Bhore, Dist: Gopalganj",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05550.00MT
92,92,93,PAT-CS-95,Bihar,2011-12,Saran,M/s Shiv Bhawani Cold STorage Pvt. Ltd.,"Masrakh, Chapra(Saran)",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
93,93,94,PAT-CS-96,Bihar,2012-13,Supaul,M/s Shyam Subhadra Cold Storage Pvt Ltd.,"Shyam Nagar, Tribeniganj, Dist: Supaul, Pin-852218",0.0,45.22,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04522.00MT
94,94,95,PAT-CS-97,Bihar,2012-13,Vaishali,M/s Pashupati Cold Storage Pvt. Ltd.,"B-1, Industrial Area, Hazipur, District- Vaishali",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05065.87MT
95,95,96,10ABR0003871,Bihar,2015-16,Begusarai,Bhusari Cold Storage Pvt. Ltd.,"Village- Korjana, Taluka- Cheria Bariyarpur, Distt.- Begusarai (Bihar)",108.57,15.6,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
96,96,97,10ABR0003933,Bihar,2016-17,Muzaffarpur,Kanti Prabha Cold Storage Pvt. Ltd.,"Village- Maithi, Taluka- Gaighat, Distt.- Muzaffarpur (Bihar)",58.93,17.67,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
97,97,98,10ABR0003971,Bihar,2017-18,Siwan,Sanjeev Kumar Singh,"Village & Post-Kala Dumra, Dist-Siwan (Bihar)",15.5,5.25,NHB,Completed,POST HARVEST INFRASTRUCTURECOLD ROOMNA30.00TONNES
98,98,99,10ABR0CS000011,Bihar,2018-19,Samastipur,M/s Massina Argo Stores Pvt. Ltd.,"Village-Muktapur, Tehsil-Kalyanpur, District-Samastipur (Bihar)",637.75,178.79,NHB,Completed,COLD / CA STORAGECOLD STORAGE037095.00MT
99,99,100,10ABR0CS000010,Bihar,2018-19,Katihar,Kalawati Cold Storage Pvt. Ltd.,"Village-Bari Bathna, P.S-Mansahi, Dist-Katihar (Bihar)",500.0,131.68,NHB,Completed,COLD / CA STORAGECOLD STORAGE26000.00MT
100,100,101,10ABR0CS000012,Bihar,2018-19,Samastipur,M/s Pavitra Agrotech Pvt. Ltd. (Prop: Chitranjan Singh),"Village- Harpur Bochha, Taluka- Vidyapati Nagar, District- Samastipur (Bihar)",15400.0,216.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE039077.00MT
0,0,1,04CH20010000215,Chandigarh,2001-02,Chandigarh,Nijjar Horticulture Ltd.,Chandigarh (Punjab),0.0,22.8,NHB,Completed,COLD / CA STORAGECOLD STORAGE02280.00MT
1,1,2,04CH20020000110,Chandigarh,2002-03,Chandigarh,Shakti Durga Cold Storage Pvt. Ltd.,Chandigarh (HR),0.0,24.2,NHB,Completed,COLD / CA STORAGECOLD STORAGE02420.00MT
2,2,3,04CH20060000224,Chandigarh,2006-07,Chandigarh,"Khukhrain Cold Storage & Ice Factory,","182/3, Industrial Area, Phase-1. Chandigarh-160002",0.0,5.43,NHB,Completed,COLD / CA STORAGECOLD STORAGE02170.00MT
3,3,4,04ACH0CS000001,Chandigarh,2014-15,Chandigarh,Chill O Fresh (Prop- Manu Goyal ),"Industrial Area,Phase-2(Chandigard) Village - Chandigarh Taluka - Chandigarh Distt-Chandigarh (UT of Chandigarh)",77.4,24.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE4246.00MT
0,0,1,22CG20010000237,Chhattisgarh,2001-02,Raipur,Shiv Shakti Cold Storage,Raipur (CG),0.0,22.08,NHB,Completed,COLD / CA STORAGECOLD STORAGE02208.00MT
1,1,2,22CG20010000238,Chhattisgarh,2001-02,Raipur,Sibbal & Sibbal Cold Storage,Raipur (CG),0.0,10.74,NHB,Completed,COLD / CA STORAGECOLD STORAGE01074.00MT
2,2,3,22CG20020000240,Chhattisgarh,2002-03,Raipur,Shakti Cold Storage,Raipur (CG),0.0,20.31,NHB,Completed,COLD / CA STORAGECOLD STORAGE02031.00MT
3,3,4,22CG20020000239,Chhattisgarh,2002-03,Raipur,Shree Balajee Cold Storage,Raipur (CG),0.0,20.76,NHB,Completed,COLD / CA STORAGECOLD STORAGE02076.00MT
4,4,5,22CG20030000241,Chhattisgarh,2003-04,Raipur,Shree Balajee Cold Storage,Raipur (CG),0.0,18.66,NHB,Completed,COLD / CA STORAGECOLD STORAGE01866.00MT
5,5,6,22ACG0CS000003,Chhattisgarh,2011-12,Raigarh,Shyamji Cold Storage,"Village-Bhalunara, Taluka-Kharsia, Distt.- Raigarh, (Chhatisgarh)",353.22,111.54,NHB,Completed,COLD / CA STORAGECOLD STORAGE034892.00MT
6,6,7,22ACG0CS000001,Chhattisgarh,2012-13,Surguja,Durga Cold Storage,"Villlage-Sandbar (Raipur Road, Ambikapur), Distt.-Surguja, State-Chattisgarh",300.0,105.67,NHB,Completed,COLD / CA STORAGECOLD STORAGE034562.64MT
7,7,8,22ACG0CS000004,Chhattisgarh,2013-14,Raipur,Agarwal Cold Storage,Village-Jarvay (Hirapur) Taluka & Distt.-Raipur (Chhattisgarh),457.06,109.94,NHB,Completed,COLD / CA STORAGECOLD STORAGE036016.00MT
8,8,9,22ACG0000678,Chhattisgarh,2013-14,Raipur,Kranti Kumar Chandrakar,"Village- Paragaon, Taluka- Arang, Distt.- Raipur (Chhattisgarh)",56.0,19.36,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA45.60TONNES
9,9,10,22ACG0CS000006,Chhattisgarh,2013-14,Rajnandgaon,Varu and Sons (Partnership Firm),"Village- Ghordha, Taluka- Dongargaon, Dist.- Rajnandgaon (Chhattisgarh)",398.53,112.7,NHB,Completed,COLD / CA STORAGECOLD STORAGE034943.00MT
10,10,11,22ACG0CS000005,Chhattisgarh,2013-14,Raipur,G.N. Cold Storage Private Limited,"Village -Gondwara, Taluka-Raipur, Distt- Raipur (Chhattisgarh)",401.15,111.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE036130.37MT
